"SQGDP1 Gross Domestic Product (GDP) summary, quarterly by state"
"28000","Mississippi",80481.2,81043.4,82347.8,85921.6,84831.5,86854.1,87806.4,88905.8,89507.4,90090.7,92098.3,93069.2,93482.3,95273.0,95361.4,93941.2,92592.5,91803.8,91218.0,91554.6,92520.0,93869.8,94738.6,94644.1,94477.7,95530.6,96650.7,98213.1,100438.2,101000.9,100738.3,99616.4,102399.5,100989.2,103490.2,102605.2,102552.2,104953.4,104719.4,104976.0,104902.0,105862.3,106554.3,106339.8,107040.6,107134.8,107077.9,107912.2,109552.6,109336.5,109998.7,110962.2,111265.5,112977.2,112498.0,112886.3,113080.2,113828.9,115160.1,116866.1,116407.2,104988.3,115949.8,118037.3,120444.8,123757.5,126263.9,129974.0,132606.5
"29000","Missouri",224184.5,226887.9,229152.5,231660.1,233502.3,237227.5,236782.1,238032.0,238019.6,243486.3,246448.5,249370.8,249643.9,254521.0,252490.2,259528.0,252589.9,251844.0,253661.1,255175.7,257797.6,259623.2,260754.5,261089.2,258673.6,261128.2,262960.1,265506.4,269668.6,271405.2,271870.1,273196.7,279521.2,279152.4,280759.9,282850.6,279894.0,285741.8,290728.3,293665.6,295141.1,297247.7,298744.0,296584.5,298473.4,299823.3,300715.7,304645.6,304076.6,307545.3,309598.6,313667.8,313946.4,320098.7,320516.5,323013.9,326873.1,330222.9,334265.8,337729.7,335481.3,308248.5,333640.0,340098.8,347677.3,356070.4,362955.7,373104.6,379232.3
"30000","Montana",30279.8,30394.2,30975.6,31853.5,32153.5,32815.6,33617.6,34077.7,35376.8,36158.7,36419.3,36978.2,37177.5,37560.6,37602.8,36558.7,36197.5,35795.5,36270.3,36487.7,37821.4,37997.7,38425.6,39099.5,40149.7,40783.2,41096.6,41950.8,42194.1,42018.6,42430.4,42720.3,43481.0,43523.5,43856.9,43890.2,44258.4,45152.7,45482.4,45815.3,46489.1,47030.9,46996.3,45899.9,45044.0,44906.7,45388.7,46624.2,47501.2,48524.7,48649.4,49082.5,50653.3,51102.0,50714.7,51145.1,51215.7,51293.0,51962.9,52685.7,51947.9,47991.8,52340.7,53755.0,56453.1,58755.3,60020.3,61982.6,63244.9
"31000","Nebraska",72723.1,73808.5,75071.6,76654.6,76680.7,79887.1,78881.8,79805.7,82623.3,83221.8,83765.4,85728.8,85380.7,86877.2,86415.2,83838.7,86249.8,85594.7,86649.6,88987.6,88861.0,91365.9,92485.1,93534.1,98557.9,99235.2,99802.4,102088.9,100934.2,103118.4,102802.0,104049.2,107677.2,106984.1,107480.3,106901.3,109549.4,112380.8,112303.5,113550.0,114881.8,116613.3,117454.4,117108.9,116116.9,117394.1,118686.9,120385.8,119877.4,121615.1,122076.1,124216.4,126300.7,126546.7,126256.9,128586.6,128247.7,129735.1,132207.4,135219.5,134755.6,123846.0,134929.0,140225.5,145825.1,149354.5,152222.4,154148.8,157892.5
"32000","Nevada",111843.1,116165.0,117129.1,119527.5,122857.9,125828.5,126311.5,128395.2,129441.4,130305.9,132038.2,134697.9,131830.1,130992.2,131333.4,128282.4,124395.0,121789.5,120742.2,121581.7,122270.6,124136.6,125714.4,126556.1,125653.6,128566.1,127980.3,128511.5,129349.7,129373.2,129542.7,128986.1,131300.0,130850.3,132274.5,133920.9,133562.6,134745.3,136605.6,139121.1,141468.9,144791.1,146326.6,147877.2,148050.1,149981.8,154216.5,155113.1,158064.8,159817.9,162539.4,162717.7,167298.6,169371.1,170771.3,173970.4,177950.9,180388.7,183237.8,185395.9,184994.5,151093.6,172158.2,175528.9,180973.1,190799.1,195777.3,204305.6,208453.6
"33000","New Hampshire",56222.1,56782.3,57276.7,57529.5,58644.2,59049.2,60034.2,62340.5,60797.1,62467.8,61786.7,62076.9,62118.7,61836.0,61760.0,61086.2,61561.6,61610.9,63358.7,63560.2,63357.3,65195.3,65346.0,65475.7,64732.3,66068.2,66262.9,67549.2,67319.4,68064.4,68839.8,69768.7,70006.4,69985.7,70624.8,71287.9,70883.2,72798.2,73170.1,75129.4,74430.9,76299.6,76663.1,78518.3,78025.9,79076.7,79724.4,79533.5,79674.5,79826.7,81529.1,81633.1,82981.9,83891.7,84272.4,84230.1,86641.3,87289.3,87825.2,88274.7,89250.6,80750.5,88889.9,91593.2,92752.6,98745.6,99030.3,102438.8,104435.6
"34000","New Jersey",427365.4,432273.2,440082.2,443226.0,448963.6,458588.6,458935.4,463885.0,463743.3,473327.8,476823.9,485576.5,495442.6,497256.9,499515.2,492694.0,483644.7,478404.2,482011.4,485775.1,489825.5,491519.3,495253.1,494451.7,487799.7,494139.4,497243.6,504680.6,513255.1,514889.1,522276.0,518363.1,533914.9,531037.8,533123.6,538634.9,535654.2,540941.0,545950.7,548825.3,557467.4,562865.5,566496.2,566106.2,572780.6,573824.9,576475.7,578922.7,578231.6,584217.0,589622.3,593427.6,602328.1,611367.3,615778.7,624560.6,628060.0,637698.3,644714.2,647274.3,646387.5,571005.6,624872.7,632051.2,649336.4,661895.3,677006.3,700119.5,709180.5
"35000","New Mexico",72669.1,73483.7,74032.8,75460.1,76907.9,77379.4,77904.4,78249.9,78825.9,80460.3,81718.6,82194.4,82555.9,85291.9,85960.0,84945.7,82844.5,81612.0,82124.2,83265.4,83570.2,83603.9,84365.0,86907.1,84984.4,87150.1,87541.0,88575.8,88174.0,88777.5,87716.9,87032.5,88057.8,88332.6,88953.4,89683.6,90141.0,91901.0,93093.2,93607.6,90625.8,90857.7,90265.3,89348.5,88690.9,89778.0,89837.6,90771.2,91264.8,91712.8,92501.7,93765.1,95370.3,97086.3,97851.1,98769.0,99290.9,101026.8,103094.3,104474.1,103268.9,91388.1,98586.2,100645.3,104314.7,107114.6,109602.6,114680.0,116734.5
"36000","New York",992854.3,1007577.9,1023170.7,1040547.3,1065797.0,1069826.2,1071071.5,1093923.6,1139735.6,1111408.9,1114888.4,1111493.1,1125434.2,1113503.8,1122835.5,1104590.7,1115297.2,1159539.7,1172972.6,1192515.7,1212281.1,1239431.8,1225133.3,1217272.5,1245779.2,1239973.0,1244390.3,1260280.6,1292014.6,1319126.3,1339392.5,1362400.6,1337603.4,1354773.5,1371706.0,1398033.1,1398650.6,1418894.7,1443978.6,1462169.5,1469160.0,1492987.1,1501956.7,1486406.9,1535235.7,1554001.6,1551177.3,1565001.8,1588241.9,1585569.8,1601633.1,1640168.7,1663723.9,1698127.9,1710831.8,1707147.9,1743071.6,1780397.3,1787251.2,1800287.0,1789195.3,1618038.2,1736425.7,1755377.0,1791204.1,1842362.6,1867929.4,1914207.5,1931538.8
"37000","North Carolina",350051.8,351230.7,357570.2,363026.1,380845.7,386724.1,388991.0,393539.4,399963.6,400372.2,400746.2,404881.7,415758.3,418899.0,422507.8,418008.6,402769.5,407179.4,413947.4,420726.9,413761.4,418039.2,420370.5,427939.2,426881.7,434189.0,432304.8,433515.4,442890.2,441916.5,447960.3,447614.3,454847.2,457111.4,465204.6,471912.5,475814.0,479200.7,487121.2,490629.3,501311.0,508250.3,512580.4,513573.2,519043.5,521726.3,526829.4,536519.9,542787.4,545776.8,550658.9,559459.3,560903.7,571214.9,570584.9,577223.3,584580.8,593495.8,599133.6,605411.3,603139.8,549900.3,598497.6,607778.4,628105.9,646903.7,660326.5,684606.7,696520.4
"38000","North Dakota",24442.2,24593.8,24693.7,25070.3,25736.6,26436.7,26665.1,27164.2,28058.7,28667.2,29296.8,30279.0,31229.3,31905.0,32535.9,31827.6,31773.3,31652.7,32430.8,33047.2,34096.2,35173.4,36089.5,37345.5,38574.8,40388.1,42081.7,45306.0,48721.5,51569.7,53022.3,54016.7,52790.9,53694.6,55361.8,55236.6,57228.5,60165.9,61050.3,61260.4,57488.3,56469.2,55492.0,54538.1,51838.7,51462.7,52054.6,52600.8,54037.5,55414.9,55197.7,56261.8,58116.5,59302.0,59806.3,59145.8,58130.8,58946.3,59079.6,59861.5,58494.4,50509.3,54520.4,55892.7,59702.6,62889.6,64583.4,66371.7,68448.9
"39000","Ohio",460649.0,466001.7,472983.6,475932.2,477147.4,482527.3,484933.0,486344.6,493738.8,496806.7,500235.8,500264.6,500567.6,502761.4,499619.7,484729.0,485621.8,478462.7,480150.1,484889.7,488376.2,496834.5,505466.3,511384.4,515875.4,523662.2,531907.2,541315.0,539255.8,546223.1,549189.9,548291.8,559736.7,560521.1,567981.6,577890.2,579409.6,592476.9,603948.0,606729.1,605471.3,610885.7,611441.6,616279.3,613307.1,621833.1,626314.2,631606.9,635175.6,639197.3,644036.1,648574.3,654614.9,665432.8,671126.7,676721.2,682506.0,690813.3,697422.2,702055.7,696308.1,627252.6,688815.7,697868.3,710998.9,728398.4,741399.5,765002.6,777869.6
"40000","Oklahoma",121349.8,123777.1,126736.2,128463.3,140992.6,136669.3,136242.7,135841.5,139275.4,144028.4,148201.3,151503.2,154895.0,164647.5,165019.6,158492.7,148683.2,144876.1,146349.5,146623.5,150164.2,153425.3,155877.3,157683.0,158697.9,165263.0,168959.9,172022.5,173950.2,174506.3,174260.4,176780.8,180231.8,180755.8,183127.0,186664.3,191077.0,196293.0,201385.7,197770.8,188681.7,186373.4,187137.4,185069.9,178529.6,181188.6,181917.0,183342.4,187430.6,190126.3,190571.7,194569.5,198631.7,201778.6,203525.2,205931.0,202821.9,202936.8,203957.5,205082.8,196918.3,174514.0,189111.3,191683.0,196400.1,203272.5,208765.4,218563.8,223332.9
"41000","Oregon",141762.5,142295.6,144159.9,145813.1,151229.4,151987.9,154432.8,156722.4,155605.9,157940.3,161211.0,163583.5,163912.7,165673.1,166478.4,163637.6,161788.1,158986.8,158770.7,158883.7,163255.0,162814.5,164742.3,165736.9,169414.9,170136.9,169998.8,172973.0,174351.4,175184.4,175561.2,173346.8,176898.0,177996.1,180369.1,182847.5,182531.0,186849.4,190531.1,192571.1,197022.3,199028.2,202943.2,203644.6,208482.6,210537.1,211421.0,214782.7,217113.8,220911.7,223911.4,228518.2,232081.6,235915.8,239157.1,241109.6,242379.3,244631.6,247977.0,251600.3,250597.2,228542.1,246357.2,249610.9,256567.2,262916.8,268863.7,279424.5,284128.5
"42000","Pennsylvania",500807.4,507458.6,516558.6,522101.0,519399.8,528087.3,535995.6,541613.5,550859.5,559243.9,571887.2,581336.5,581997.2,592384.7,592329.1,585387.5,577364.9,576358.2,579881.5,594974.6,590889.5,601125.4,610578.4,616353.9,610520.2,622117.8,629445.2,637195.7,641584.3,647656.2,652646.9,649816.0,660425.4,665443.2,670007.2,678400.4,678505.8,690745.6,701835.0,705484.0,709728.5,714130.6,715545.5,717406.8,717945.6,723679.2,730956.5,733666.5,734792.6,739361.6,749959.6,755931.3,760606.0,770651.5,776548.4,782639.7,786663.4,797421.2,804278.7,810381.5,802036.1,712551.3,779767.1,793237.2,807846.2,828895.7,846123.5,874880.8,888137.1
"44000","Rhode Island",43230.5,44158.3,44569.6,45538.1,45715.2,47257.0,48125.0,47720.3,47853.9,47274.1,47307.6,46927.5,47289.1,47127.8,47127.8,47565.1,46978.9,47420.0,47955.3,48454.5,48570.4,49346.4,49881.1,50075.5,49039.1,50530.6,50508.6,50746.1,51277.6,51623.1,51769.4,51662.0,52814.7,52559.8,53152.8,53609.0,53834.0,54190.9,54637.6,55576.2,55800.3,56380.5,56395.1,56987.3,56363.3,57145.5,58059.2,57845.9,57165.1,57624.4,58535.5,58438.1,58385.3,59328.5,59028.5,59773.7,60573.3,61300.4,61325.8,62076.8,61775.7,56288.9,61652.9,62507.9,62340.1,65700.5,66893.7,68822.6,69750.8
"45000","South Carolina",143076.4,144455.5,146092.7,147990.1,151321.7,152798.8,154093.1,156377.3,158430.7,161948.2,164668.0,165938.5,163614.4,164634.8,164800.3,162495.2,161572.2,160607.8,161449.4,163624.6,163087.4,165462.3,166741.0,168149.3,169265.5,172338.3,172645.5,174051.1,176868.5,177338.2,178248.0,178018.0,182639.5,182372.4,186285.4,188738.9,189404.7,194084.6,196306.2,197615.2,201236.3,204010.6,208210.2,209809.6,211448.7,214490.7,215903.9,218637.6,220817.9,221873.1,223269.9,226218.7,229379.3,233308.3,234622.9,237350.8,241080.5,242294.6,246017.9,249256.2,247225.5,227781.1,250739.5,253780.6,259690.8,266773.6,272097.4,281754.3,286535.4
"46000","South Dakota",30867.4,30748.5,31056.0,31317.6,31855.5,32343.2,32582.0,32677.2,34676.8,35094.6,34995.6,35525.0,37518.1,37033.7,36597.7,35262.7,35959.8,36190.0,36629.9,36951.9,36693.1,37127.9,38434.5,39154.4,40546.0,41384.5,41989.1,43648.7,44208.7,44318.0,42376.2,44703.1,45176.6,45321.9,45524.2,45421.5,46686.6,47358.2,46728.2,46368.5,47108.9,47542.3,48164.3,49465.2,47950.3,48786.0,49877.1,49992.4,50853.8,50506.0,50014.7,49823.0,52468.0,52347.7,52250.5,52550.9,53411.2,53535.4,54180.2,54632.7,55792.2,51129.3,55088.0,57148.1,58938.8,61093.6,61980.4,62809.1,64025.0
"47000","Tennessee",227330.2,229396.6,233685.1,236122.1,239569.9,243566.9,244136.6,247062.1,243755.2,247115.4,249955.7,253943.3,253230.2,254391.3,256490.7,252855.6,252551.0,251259.3,251296.0,254224.9,255253.9,256782.9,258035.0,261032.0,263046.6,268001.1,271961.4,276247.9,281241.5,286905.2,287425.2,289793.9,295031.0,293120.1,296056.9,299243.0,299850.3,304617.4,308659.4,311485.5,318009.3,324676.4,328626.3,329864.2,331589.5,333875.1,337438.9,342752.2,345728.9,347221.1,350109.6,356291.2,356192.3,361163.1,363411.5,364759.2,370314.4,374825.8,379716.9,382808.8,382646.2,335711.7,375476.9,384462.2,400791.9,411982.7,421351.9,439050.2,447507.4
"48000","Texas",968505.2,975780.1,1001395.2,1035329.3,1071297.6,1096286.6,1114116.8,1131089.6,1149379.1,1188694.1,1201116.2,1225182.9,1228946.7,1263934.7,1264957.2,1219340.9,1173961.8,1153427.4,1162798.7,1188242.7,1223263.6,1232018.4,1252740.9,1275814.8,1303586.3,1340245.0,1348558.1,1372948.1,1397505.5,1407203.6,1422024.7,1457986.7,1480600.7,1504689.6,1533953.0,1541539.0,1543903.2,1581236.8,1602329.8,1589728.1,1576808.8,1571265.7,1575692.5,1570226.5,1548784.5,1571899.9,1587579.6,1607795.5,1639102.2,1658198.2,1683248.2,1727895.0,1766855.2,1807209.1,1823400.7,1841360.8,1835120.8,1852549.4,1874518.1,1893627.1,1838100.3,1651389.5,1787816.1,1825045.4,1880288.0,1949756.3,2006650.5,2104579.4,2149053.6
"49000","Utah",91655.9,93596.9,96508.9,99658.8,102830.6,105366.3,107714.9,110237.3,111153.9,114858.5,115845.1,117396.2,116157.9,118620.4,118614.7,115322.7,114846.1,113509.9,113440.1,114145.6,116383.5,116819.7,119234.0,122242.0,123234.6,125661.1,126310.4,127053.8,129079.6,129035.0,129025.8,130909.6,133362.7,134422.1,136800.1,137216.6,139570.1,141655.3,142978.9,144396.2,146212.0,148557.2,149985.2,151859.1,153767.0,156060.0,159186.8,162295.5,162864.0,165557.9,169692.1,174119.5,177521.0,182074.6,184349.5,186629.2,192061.2,192305.5,196664.6,199322.3,196919.8,186765.8,200044.5,206517.6,211720.7,217148.4,222157.1,230341.9,234035.5
"50000","Vermont",23452.1,23421.2,23647.8,23913.4,24319.8,24312.8,24408.5,24285.0,24359.9,24672.2,25018.7,25140.0,25820.0,25938.0,26153.7,26085.3,25890.7,25800.2,26136.3,26569.5,26754.8,27325.8,27758.2,27787.6,27788.3,28260.1,28421.7,29204.5,29053.7,29591.5,29379.9,28939.9,29331.6,29251.7,29130.9,29444.0,29279.5,29805.9,30458.4,30853.7,30657.1,30800.9,31127.3,31147.7,31386.1,31550.5,31820.1,31888.0,32098.3,32081.9,32300.9,32506.6,32777.6,33129.2,33019.5,33204.4,33858.4,33757.1,34336.6,34557.9,34688.1,30758.4,33896.7,34396.6,35032.1,35702.8,36301.6,37643.9,38425.0
"51000","Virginia",348876.7,355582.9,362632.8,365186.5,372800.3,375299.9,377465.1,379377.7,384918.5,388765.4,395194.9,397920.6,398000.3,403635.1,408750.5,408153.7,406184.0,409357.3,411461.9,416866.6,418706.7,426462.6,430039.6,432760.7,430027.7,433571.1,436602.6,440519.7,441572.4,444776.8,448600.7,448944.6,456522.0,455409.3,457623.3,461007.3,458072.3,463363.9,467632.6,471658.4,476016.8,483114.4,487682.1,488332.6,488108.5,493740.7,497726.2,504509.0,503176.2,506660.7,511614.6,518120.0,523136.9,530609.3,534980.3,538301.8,545411.3,549599.4,559179.7,563032.9,559123.1,519051.9,554366.5,565601.7,572427.6,584197.0,596025.4,614754.2,622988.8
"53000","Washington",287547.6,292316.2,293460.5,301379.6,307950.6,311377.5,315564.3,322168.5,327561.0,338922.9,347331.8,354281.2,350203.5,354175.3,360115.4,354682.1,349424.3,349917.7,349959.6,355678.6,356272.7,364862.2,368781.9,372074.2,374002.3,377051.8,379621.0,387624.2,395410.5,399945.0,404652.6,402114.2,413912.4,414997.5,422764.3,424695.3,429419.3,435640.1,446928.1,450604.4,457749.9,465354.0,472109.2,471545.8,482608.7,482090.8,486253.1,498147.9,506677.3,513084.4,523685.0,536324.7,550623.5,560826.0,571394.3,575079.1,587498.6,592864.5,601300.8,609831.1,609026.1,568716.3,619196.6,620076.2,636346.8,663120.9,674091.1,696748.3,703117.0
"54000","West Virginia",51947.4,53077.9,53725.7,55219.0,55987.2,56927.8,57477.8,57647.2,57981.2,59109.3,59803.9,60199.4,60325.2,62664.7,64056.6,63732.7,63589.1,63153.5,63170.2,64490.0,64570.3,65283.5,67051.9,67088.9,66874.4,69427.2,69854.2,70780.5,70723.6,70918.3,70082.6,69564.3,71184.2,71214.3,71630.3,71897.2,71304.6,72919.5,73434.9,72933.8,71162.0,71962.2,71393.5,70756.5,69794.4,70675.0,71288.0,71940.3,74342.5,74113.4,74755.6,75986.3,76987.3,78888.2,80057.4,80246.2,78340.0,79117.6,79426.9,79674.2,78180.0,68881.9,76658.7,79699.2,82922.8,86256.5,88445.8,91952.8,93891.0
"55000","Wisconsin",223596.3,226004.8,230243.7,229343.0,234306.9,236663.7,238888.5,240418.2,243192.4,245230.5,247412.7,247522.3,245540.2,247012.7,247999.2,246706.0,243398.3,245382.9,248144.3,251914.4,250933.0,254616.9,258286.4,261895.3,261358.9,264748.5,268774.7,270575.3,275468.0,277546.2,277304.2,278110.0,281854.9,282055.0,284636.6,288536.9,288094.0,295521.7,298417.7,300750.6,303173.5,306929.5,309291.1,310637.6,310948.8,313716.1,316137.5,315490.6,315525.9,315908.2,320138.1,321884.6,327586.7,330741.7,333592.8,337132.8,339086.3,343887.7,345946.5,349978.8,344159.4,315671.4,342396.0,348629.4,353610.1,362318.8,367887.4,379908.8,387972.1
"56000","Wyoming",25825.4,26952.1,27787.8,29739.8,30757.6,32357.2,33788.4,34058.1,34979.3,36580.6,37171.2,39072.0,40703.1,44255.6,44724.4,41594.1,38426.7,35848.6,35255.1,35477.5,37439.5,37248.0,37861.2,38174.2,38780.9,40041.0,39777.8,40405.8,39782.7,39216.3,38214.6,38208.0,39385.4,39017.8,39462.3,39293.6,39665.6,40508.8,40788.3,40279.7,38897.2,38717.5,38586.0,37506.9,36141.5,35943.2,35713.6,35717.5,36360.1,36892.6,36680.8,37521.3,38379.8,38996.8,39258.3,39494.1,38936.4,39252.0,39672.4,40542.6,38834.0,33214.5,36180.9,37064.3,39303.0,40761.4,42101.9,44323.4,45207.6
"Legend / Footnotes:"
"Last updated: June 30, 2022-- new statistics for 2022:Q1."
